Dwell Time,SO Number
1.57,7437030
0.0,7439216
1.35,7433712
0.0,7439053
2.0,7433826
0.48,7433719
3.15,7389744
0.0,7431451
0.0,7439117
2.75,7434124
0.0,450040491321875733
0.45,7439127
3.08,7436313
1.03,7435083
0.95,7428240
4.78,"7434563,7434985"
0.0,7439036
0.0,7391296
0.0,7438982
2.53,7436136
2.52,7435483
2.53,7438972
0.0,7439068
0.0,"7434985,7434982"
2.55,7439230
2.3,7439228
0.0,7439126
0.0,7439222
3.42,7434996
0.0,"7434562,7434563"
0.0,"7436197,7432442"
0.0,"7426164,7426165"
2.53,"7431283,7431507"
2.3,7433828
2.52,"7433378,7434134,7434133"
3.98,"7418893,7435283,7435311,7435284"
10.12,"7436207,7436208,7436248,7436374"
0.83,7403795
1.95,7433827
1.88,7436214
0.78,7438060
0.97,7436119
1.37,7436311
4.15,"7437045,7441102"
5.23,7433374
1.22,"7433560,7433559"
0.83,7434876
4.38,7434121
0.0,7439126
1.37,7434010
0.0,7438792
0.47,7438790
1.55,"7437605,7438058,7439799"
0.0,7439222
0.88,7423828
3.0,7438554
0.48,7439223
1.88,7440504
1.0,7440399
4.65,"7438804,7438723,7438808,7438726,7438811"
0.5,7439068
2.93,7431207
2.1,7436421
1.22,7429569
1.93,7433819
1.72,7437342
2.47,7433836
4.43,7433825
0.53,7439036
0.98,7434154
0.95,7437008
8.42,"7436930,7437000"
4.88,7434984
0.0,"7434986,7434981,7434982"
4.43,7438734
1.65,7437641
8.98,7431451
2.7,7434562
1.12,7439235
0.67,7439649
0.0,7436387
1.07,7439229
0.0,450040936621876418
1.03,7439243
0.58,7439065
0.67,7439120
1.1,7439224
0.63,7439129
2.9,7436260
0.0,7438721
2.93,"7438725,7438809,7438818"
0.62,7439056
3.28,7438257
2.9,7436378
1.53,7437908
3.0,7436386
1.5,7441165
0.0,7436253
7.55,7437121
4.22,7437016
7.65,"7429654,7432188,7435034"
0.0,"7426164,7426165"
3.57,"7438543,7438805,7438547,7438820"
5.47,7438728
4.17,7436389
4.83,7431762
4.45,"7437015,,7436960"
0.38,7439126
1.08,7439233
0.35,7444846
0.0,7440807
1.03,7438982
2.35,"7438720,7438551"
0.38,7439222
1.4,"7436202,7436355,7436369"
2.35,7438733
2.23,7436257
1.45,"7390804,7427421"
0.9,"7437320,7437321,7437322,7437323,7437324,7437325"
1.65,7437218
1.95,7431169
3.12,"7440047,7440186"
1.02,7429955
0.87,7440398
1.78,7436197
1.35,"7384961,7434527,7436364,7436243"
2.97,7438815
0.0,7438552
1.07,7420768
0.0,7445017
1.03,"7440821,7440823"
0.83,7433978
1.78,"7438478,7438486,7438485,7438484,7438480,7438479"
4.85,7437621
4.48,"7434602,7431086"
2.77,"7438695,7438534,7438698,7438731"
0.0,7436387
2.65,"7438530,7438548,7438814,7438822"
0.0,7434722
0.0,7437622
5.65,7436258
3.57,"7438535,7438545,7438816"
0.0,7434721
0.0,7437958
2.52,"7438696,7438801,7438550"
3.57,"7438697,7438537,7438539,7438719,7438730"
3.62,7437551
8.02,"7437119,7437261"
5.27,7437061
7.7,7437618
5.38,7441633
7.77,"7437204,7440917"
0.0,7437177
1.32,7437031
0.82,7436253
0.0,7428210
1.2,7437587
0.0,7444855
0.0,7445027
0.0,"7430375,7430441,7431217,7442199"
0.0,7444857
2.23,7438277
0.0,7434721
2.33,7438266
5.48,7438279
0.0,7438169
0.0,7438273
0.0,7444961
0.0,7442915
1.6,7437553
0.0,7444180
3.63,7436377
4.65,"7438694,7438715,7438538,7438700,7438541,7438803,7438729,7438736"
2.4,"7438531,7438536,7438802,7438544,7438724,7438810,7438553,7438735"
0.63,7434722
1.78,"7440396,7440755"
5.77,"7438716,7438717,7438542,7438722,7438555"
2.23,7438264
4.37,7438166
5.78,"7430337,7442064,7442198,7442200"
6.03,7436252
1.67,7426449
3.4,7438552
2.5,7437554
2.72,7436368
3.72,7437619
3.27,7441657
2.35,"7429294,7429395,7429397,7430212,7430295"
0.0,7436387
0.0,7438169
2.73,7440705
2.73,7431757
8.23,7443024
7.3,7443025
0.0,7436241
3.43,7440535
2.32,7440534
5.9,7441795
1.73,7434271
9.0,"7440957,7441162,7446702,7446827"
6.8,7414305
0.0,"7436301,7440008,7440049"
0.0,7440958
7.85,"7428999,7437970,7440921"
5.4,7436940
0.0,"7445296,7443023"
6.72,7440707
3.92,7440435
3.38,"7440234,7440756"
3.72,7437009
0.68,"7435698,7435699"
0.53,7429953
0.0,7436150
0.63,7445034
1.23,"7438467,7438468,7438469,7438487"
0.0,7445017
6.02,"7442191,7430338"
2.42,7438273
0.83,7426918
2.62,7437555
1.07,7437964
8.58,"7437260,7430335"
2.35,7440287
3.05,7441629
4.25,7437620
6.58,7437556
6.85,7438163
5.58,7441798
0.0,7426016
3.35,7437552
2.4,7433820
11.43,"7433835,7435924,7436391,7440868"
0.0,7444855
8.18,7436259
9.9,7441632
17.2,7426016
4.15,7437958
0.0,7437587
7.87,7438162
14.23,7442063
10.18,7438272
5.77,"7430339,7442915"
7.78,"7437060,7441583,7442248"
0.0,7435685
0.0,7444953
2.45,7441322
3.02,"7446336,7446434"
0.47,7445032
1.98,7430336
2.47,7442243
3.4,7437960
2.65,7437956
0.0,"7418894,7438692,7438693,7438533,7438699,7438718,7438540,7438806,7438546,7438812,7438727,7438813,7438549,7438732,7438819,7438491,7438817,7438821"
0.68,"7435699,7435688,7433907,7433929,7433961"
0.0,7442064
3.82,7438267
2.75,7442181
2.88,7438275
4.72,7436388
2.38,"7446204,7446117,7446118,7446205,7446119,7446206,7446207,7446120,7446208,7446121,7445398,7445399,7446209,7446122,7446123,7445400,7446210,7446124,7446211,7446125,7446212"
5.35,7437410
2.65,7441658
2.72,7440253
0.0,7438268
9.25,7437176
12.33,7414544
0.9,7445017
7.67,7442241
3.32,7438280
9.93,7437965
3.22,7442193
5.47,7438161
0.0,7444180
9.63,7442182
1.02,7434721
0.0,7442242
6.83,7440958
37.62,"7431042,7431043,7431044,7437116"
2.7,"7445296,7443023"
0.97,7428210
0.0,"450041055921876486,450041032134596,450041095634603"
3.93,7434969
0.0,7449225
0.72,7449217
0.57,7434982
0.0,7449132
0.57,7449153
0.0,7445027
0.0,7449095
9.08,7442180
3.03,7437961
0.6,7449309
1.82,7438281
0.0,"7433907,7433929,7433961"
0.0,7444961
0.0,7437115
2.18,7441866
7.2,"7437115,7442250"
2.05,"7430289,7430290,7430291,7430403,7430404,7430375,7430441,7431217,7442199,7441870,7431045"
2.47,7442177
2.93,"7434977,7434964,7440938"
2.1,7442245
2.5,7441865
0.0,"7441870,7431045"
1.02,7438268
1.85,7436387
6.97,7445660
2.33,7438169
3.75,7441876
0.35,7433960
2.93,7449243
0.62,7449230
2.92,7449131
0.0,7449152
0.0,7449234
2.93,7449325
2.52,7436383
1.92,7442186
2.95,"7435657,7435658,7435659"
0.0,"7442197,7442249,7442848,7443005"
1.88,"7445386,7446064"
6.72,7440934
0.0,7449143
5.02,7440254
3.08,7442185
2.13,7438269
1.37,7442244
1.7,7434962
0.0,7441864
4.3,"7445794,,7445793"
0.88,7446045
3.73,7445354
3.33,7445809
0.0,7449215
1.08,7449224
6.32,7426226
0.0,7435684
0.0,"7438466,7438468"
0.0,7449132
1.98,"7435341,7445771,7436261"
0.0,"7445663,7445651"
0.0,7449223
0.0,7449216
1.52,7415388
0.0,7435699
0.0,7444857
1.05,"7402943,7440489"
0.0,7448892
0.0,7436150
4.03,"7418894,7438692,7438693,7438533,7438699,7438718,7438540,7438806,7438546,7438812,7438727,7438813,7438549,7438732,7438819,7438491,7438817,7438821"
2.15,7442246
1.78,7442184
0.0,7449323
2.02,"7451228,7451229"
3.22,7440779
0.0,7449314
0.0,7443005
3.9,7444180
6.33,7440485
0.0,7449241
3.58,7438168
3.72,"7442658,7430512"
1.0,7441868
0.0,7449234
0.0,7444961
0.0,7449143
0.0,7449152
0.0,7443008
0.0,"7434967,743496"
3.25,"7445663,7445651"
3.1,7441129
3.47,7436241
2.55,7446216
4.83,7443007
5.55,"7436209,7446126,7446268"
4.97,"7448199,7446538"
5.25,7446255
0.0,"7445352,7438154,7438156"
0.0,"7447526,7447522,7447598,7447531,7447527"
2.2,7445490
0.0,7449228
9.3,"7447598,7447526,7447522,7447527,7447531"
0.0,7447658
5.1,"7450903,7448718,7448653"
2.18,"7447897,7447900,7448649"
2.55,7445776
2.75,7442179
1.18,"7448707,7448498"
3.15,"7448500,7448717"
0.0,"7447278,7447325"
0.0,7447279
3.53,7438271
0.0,7447277
3.08,7442176
3.97,7445149
1.02,"7448634,7448635,7448489,7448642"
2.7,7438171
0.0,7448487
11.0,"7439963,7441872"
2.08,7442766
2.12,"7445352,7438154,7438156"
4.0,7441867
1.8,7442242
4.53,7448233
6.5,7450386
0.0,7445766
6.02,"7449686,7449795,7449796"
5.02,7446855
0.0,7441128
0.0,7440938
0.0,7447804
0.0,"7449685,7449793"
0.0,7448363
0.0,"7438466,7438468"
4.53,7446025
3.4,7446020
2.62,7445778
6.5,"7449889,7449890,7450511,7450512,7450513"
0.32,7444953
0.3,7435687
2.75,7445777
3.03,7446018
4.03,"7442197,7442249,7442848,7443005"
1.03,7391228
4.48,7446472
4.2,7446021
5.48,7438164
4.33,7447264
5.1,"7446882,7447253"
3.4,7448709
7.42,"7446863,7446958,7446959,446969,7447248"
1.33,7445774
1.08,7445027
4.0,7448708
8.27,7445775
4.55,7445768
7.12,7447610
0.0,"7433936,7433938"
3.93,"7440271,7440970,7442194,7442195,7442850,7443002"
0.0,7441864
4.0,7433964
0.02,7435691
0.0,7433930
0.0,"7437326,7437327"
0.0,"7433934,7435684"
4.68,7446433
0.0,7455039
0.0,7455208
0.0,7455161
1.08,7449228
2.27,"7438466,7438468"
3.67,7448192
0.0,7455214
21.47,"7446129,7446224,7446225,7446226,7446227,7446304,7434967,7440938,7446306"
2.27,"7438464,7438465,7438474"
1.03,7448892
2.38,"7448702,7448804"
1.1,7455678
2.55,7446027
0.0,7448893
0.0,7455738
2.98,7445766
3.82,"7448648,7448716,7448801,7448654,7448742"
5.37,"7450902,7448715,7448650,7448809,7448737,7448939,7448942,7448846"
4.17,"7448639,7448643,7448495,7448719,7448655,7448661,7448812,7448838,7448735,7448741"
0.0,7446538
6.68,7446405
2.68,"7449685,7449793"
2.58,7445769
2.07,"7445550,7445551,7445552,7445553,7445554,7445555"
4.03,7446002
4.32,"7448638,7448714,7448651,7448807,7448811,7448665,7448940"
0.0,7437617
8.38,7391137
3.78,"7447899,7448641,7448497,7448652,7448805,7448845"
7.7,7436382
0.0,"7448224,7448285"
8.87,7448006
3.8,"7450404,7450872"
8.45,"7437120,7441128"
6.43,7450275
0.0,7454899
1.73,7437864
1.8,"7441131,7446305"
0.0,7455038
5.15,7450073
0.55,7433934
6.88,7391231
2.6,7447389
5.85,"7448490,7448658,7448723,7448840,7448943,7448743"
1.78,7391229
0.0,7456108
2.05,"7448492,7448499,7448722,7448724,7448666,7448938,7448844,7448945"
0.0,"450041055921876486,450041095634603,450041214021876768"
11.62,"7442192,7442247,7443008"
0.0,7446993
4.65,7453445
3.63,7446028
4.08,"7447898,7448713,7448720,7448663,7448664,7448841,7448739"
1.72,"7448485,7450906,7448710,7448496,7448802,7448937"
0.0,7446987
4.93,7438165
5.98,7450737
5.75,7450075
7.48,7438167
1.87,7450406
7.05,7437959
6.85,7448705
0.0,7448706
6.18,7438265
7.73,7451059
4.82,7446024
0.0,7453402
0.0,"7451761,7451762"
7.2,"7442845,7442847,7441871,7442196"
6.3,"7436301,7440008,7440049"
4.23,"7441135,7441136,7442251"
3.7,7451562
0.0,7455756
0.0,7451562
6.47,"7449888,7449891,7450078,7450749,7450750,7450751,7451095,7451096,7451097"
0.62,7445463
0.0,"7451097,7450750,7450751"
0.0,7434965
3.22,7455151
4.52,"7448486,7448657"
4.87,7448491
0.0,7456622
9.48,"7448701,7448637,7448936,7448740,7448744"
0.0,7448193
3.23,7455215
3.13,7445174
0.0,7447391
6.0,"7448703,7448659"
0.0,7447388
7.78,7438274
4.95,"7448636,7448806"
2.63,7448489
5.48,7448487
9.08,7446646
0.0,7448191
1.38,7441864
0.0,"7433931,7433933"
0.0,"7450749,7451095,7451096"
7.32,"7447845,7447849"
0.0,"7450744,7451077"
1.12,"7445461,7445462"
2.35,"7451761,,7451762"
0.0,7446993
1.73,7415625
3.93,"7446158,7446270"
3.33,7365250
0.0,7451204
6.73,"7433864,7450642"
4.8,"7447265,7450725,7451013,7451014,7451037"
3.2,7364675
1.77,7365251
6.65,"7449835,7452071"
5.3,7364885
5.85,"7439955,7445150,7447032"
0.0,7414152
4.33,7364884
3.07,7364676
3.67,7364677
4.53,7365255
3.8,"7448234,7446258,7446259"
0.0,7455214
0.0,"450041055921876486,450041095634603"
2.3,7359810
4.83,7446587
2.22,"7448707,7448725,7448736,7448738,7448843"
4.67,7448484
3.87,7451242
4.83,7437617
0.0,7446994
0.73,7438282
2.08,7446019
2.22,7451959
0.68,7447804
11.7,"7429396,7451110,7451969"
2.33,7450901
6.2,"7448704,7448660"
1.87,7448488
3.95,7365252
5.75,7445166
5.77,7364886
0.0,7441863
5.12,7451204
4.48,7448189
0.0,"7453773,7448240"
9.87,7449883
7.45,7440489
5.38,7445276
6.18,7365127
0.0,7453402
1.67,7440537
0.0,7455757
2.68,7445168
2.65,"7447392,7447388,7447391,7448191,7448193"
2.0,"7447230,7447235,7447193,7446943,7446947,7447199,7447900"
2.33,7455201
0.0,7449323
2.68,7450862
5.68,7450864
4.68,"7450722,7440847"
1.35,7455214
0.0,7449241
1.78,7445173
3.8,"7437262,7430337"
0.0,7365127
0.0,7449314
4.9,7437963
3.7,"7451249,7451250,7451251,7451252,7451253,7451254"
6.7,"7445207,7449764"
4.33,7451018
0.0,7450714
7.25,7448706
9.63,"7448224,7448285"
0.0,7449234
3.97,7445170
5.42,"7453555,7456352,7456538"
7.33,"7437676,7452106,7454222,7456282"
4.95,7451816
9.45,7451845
6.03,7446994
4.85,7448190
9.7,7450714
6.32,"7448260,7457274"
2.65,7455679
0.0,7453402
0.0,7459550
0.0,7459543
0.0,7455670
1.58,"7453773,7448240"
0.0,7459622
0.0,7458272
0.0,7449215
0.0,7455756
0.0,7446993
0.0,7455600
0.0,7450715
0.0,7449223
5.8,7447390
0.0,7408901
0.0,7408333
0.0,7408902
0.0,7456108
0.0,7449216
3.57,7450891
5.22,7446987
0.0,7449152
0.0,7455746
0.0,7381222
2.82,7445767
3.0,7441863
0.53,7459539
2.37,"7448640,7448810"
0.0,"7451249,7451250,7451251,7451252,7451253,7451254"
0.0,7449143
2.57,7414308
3.8,7446026
9.38,7453175
2.93,7442178
3.12,"7411983,7413468"
8.02,"7450744,7451077"
6.0,"7445612,7445611"
6.55,7437248
6.8,"7437137,7438303,7447219,7447665"
0.0,"7452030,7451925,7448972"
7.38,7454234
0.0,7436150
7.98,7437247
3.37,"7450836,7452103"
5.97,7448258
5.3,"7448543,7457324"
10.17,"7456552,7456553"
0.0,7459391
0.0,7453402
0.0,7459465
3.62,7457129
0.0,"7438470,7438471,7438472,7438473"
0.0,7455738
3.7,7457130
3.42,"7452030,7451925,7448972"
6.97,7418288
0.0,7459389
1.92,7359809
4.08,7452294
0.0,7444857
8.83,7446588
0.0,"7428055,7456546"
4.92,7457277
0.0,7448363
7.77,7457127
3.63,"7457276,7457569"
2.82,7447579
4.35,7441455
0.0,7450715
2.52,7446995
3.7,7459476
11.45,"7447231,7447233,7447191,7447192,7446940,7446942,7447237,7447195,7447239,7446945,7447241,7447198,7447243,7447301,7452115,7452415,7452116,7452416,7452341,7452117,7452417,7452118,7452342,7452119,7452419,7457227,7452420,7452121,7452421,7452345,7452122,7452123,7452423,7457976,7457851,7457852,7457979,7457853,7457750"
0.0,7449241
0.0,7446993
0.92,7457450
0.75,"7452412,7452120,7457975,7457977,7457978,7457749"
5.57,7448893
0.0,7450575
3.15,"7446937,7446939,7447196,7447197,7446948,7447200,7457447"
0.0,7457027
4.58,"7453014,7453017,7453019,7453021,7453024,7453025"
2.87,7450861
3.87,7452041
0.0,7445165
7.02,7445172
9.55,7414152
1.3,7457944
6.63,"7457424,,7457425"
2.0,7457943
0.15,7456622
0.0,7450904
2.3,7452107
1.28,7457999
0.8,"7457570,7457998"
1.03,"7445151,7450141,7451016"
2.67,7455928
6.9,"7451932,7452062"
1.43,"7446224,7446129"
7.87,7434971
7.75,"7457288,7457590,7457591,7457292,7457451,7457294,7457452,7457597,7457755,7457855,7457987,7457758,7457759,7457991,7457761,7457762,7457994,7447242,7458837,7458795,7458800,7458912"
1.0,13386
5.13,7450715
1.97,7448315
2.5,7446629
2.05,7445065
4.35,7438276
5.22,"7457289,7457290,7457291,7457594,7457297,7457757,7457857,7457760,7457992,7457995,7447232,7447190,7446938,7447234,7447236,7447238,7446944,7447240"
2.93,7445164
0.12,7445067
1.05,7446257
4.25,7438278
4.88,7445064
5.2,"7457588,7458767,7458914"
0.0,7442374
3.8,"7453376,7457555"
4.05,7445062
5.42,"7457295,7457598,7457756,7457988,7457859,7457765,7446946,7458680,7458764,7458768,7458687,7459006"
4.72,"7455779,7455780,7455975,7455976"
3.67,"7457589,7457854,7457856,7458682,7459001"
0.0,7445169
0.0,7445063
0.0,7445167
0.0,7446993
0.0,7456973
0.15,18789466
0.0,62315784
0.0,"7389408,7445773,7447179"
0.0,2072924
0.0,"7455945,7455946"
1.85,7453170
1.8,"7458762,7458839"
0.0,7462861
3.55,"7433376,7457982,7458378"
2.85,"7457763,7458686,7458812,7458685,7459821"
0.0,7449152
2.48,7456954
2.73,7456955
0.08,7461290
0.0,7455746
0.0,7455756
0.0,7445165
4.38,7460149
0.0,7449216
0.0,7449223
4.33,"7456998,7457321"
0.0,"7438470,7438471,7438472,7438473"
0.02,7460132
2.23,7446993
0.0,7444855
0.0,7462972
0.0,7462966
0.0,7438170
2.3,7457190
6.6,"7458824,7458697,7458826,7458828,7458830,7458788,7458903,7458831,7458904,7458832,7459002"
4.97,7457966
1.48,7462974
2.98,"7447189,7448936,7458811,7458781,7458823,7458782,7458825,7458698,7458902,7458700,7458786,7458787,7458829,7458789,7458910,7458916"
0.0,7444857
0.0,7451226
0.0,7436150
5.97,"7458810,7458841"
2.6,7459716
1.47,7462881
0.0,7459391
3.02,7446017
0.0,7459389
0.0,7458911
1.48,7459528
3.83,7451063
3.13,7445167
0.0,7449143
0.0,7458272
4.27,7428142
1.48,7462771
0.0,"7455775,7455945,7455946"
0.0,7462773
0.0,7459543
0.0,"7438475,7438476,7438477,7438481,7438482,7438483"
1.5,7459459
0.0,7459622
11.62,7446811
0.08,7462778
0.0,7462750
6.72,7458913
0.0,7462859
0.0,7457339
0.0,7462773
0.0,7456973
2.38,7457965
0.0,7462959
4.02,7456393
0.5,7450362
5.67,"7457592,7457764,7458765,7458840"
4.27,7438170
1.55,7456975
0.0,7461106
5.22,"7457287,7457593,7457296,7457754,7457985,7457990,7458679,7458683,7458844,7459005"
7.67,"7457986,7457993,7458766,7458813,7458799"
0.0,7455738
2.68,7445063
5.95,7459709
3.88,7456972
4.25,"7457595,7459004"
6.4,7459756
3.88,"7434872,7435053,7453384,7453770,7453969"
0.0,7446744
5.55,7456395
6.82,7458797
3.57,7389745
0.0,29011523
6.62,7457964
1.95,7434978
5.8,"7457448,7457449,7457989,7457858,7458909,7458798"
7.85,7456286
8.72,7456956
0.0,"7438475,7438476,7438477,7438481,7438482,7438483"
6.68,7456394
0.0,"7438470,7438471,7438472,7438473"
5.63,"7460242,,7460380"
10.6,7459719
4.43,7458305
6.1,7457394
4.92,"7446754,7446829"
6.6,7458375
5.1,7458016
4.48,7456976
0.0,7451259
6.77,7446577
9.57,7456970
4.03,7445783
5.52,7446609
0.0,7457967
6.57,7459717
4.83,"7447194,7458915"
7.1,7456974
8.98,"7446941,7458845"
5.52,7461828
0.0,"7389407,7389411,7447212,7448120"
7.33,7460174
7.88,7457515
12.15,7457533
0.0,7446394
2.18,7457845
0.95,7462975
2.43,7458838
1.7,7460451
0.0,7460030
5.87,"7455776,7456382,7451023,7453542"
1.78,7446745
4.88,"7458780,7458783,7458784,7458785,7458699,7458827,7458901,7458790,7458836,7459820"
3.63,7458418
0.0,7445066
1.72,"7447831,7447832,7447833,7447834,7447835,7447840,7447841,7447842,7447843,7447844"
5.48,7460036
5.12,"7448259,7458274"
5.13,"7457446,7458761,7458796"
9.02,7430432
7.53,7458362
4.27,7458276
3.27,"7457970,7457971,7458003,7458004"
4.37,7431429
8.05,7457747
0.0,7446067
7.58,7457745
7.93,7445163
8.37,7458842
7.78,7446393
7.45,7457746
7.42,7460157
64.78,7458256
8.58,7461274
0.0,7445388
9.23,"7453861,7463662"
0.0,7458278
7.77,"7463165,7463352,7463355"
0.1,7460227
2.05,7445781
5.25,7457390
0.0,7446808
0.0,484152856
0.0,"7455775,7455945,7455946"
0.0,7460163
7.6,7460158
0.0,7455600
5.08,"7457117,7457120"
3.63,7463088
0.0,7455670
0.88,7462873
7.12,7460168
5.62,7460032
6.85,7446807
2.88,7461539
0.0,7445637
3.62,7458911
3.52,7447970
4.05,7446753
1.72,7440527
5.85,7460160
10.85,7460034
0.0,7445351
8.7,7441559
14.87,7463346
0.93,7457017
12.68,7460035
7.82,7431428
0.0,7445636
10.32,7460033
10.33,7460159
9.23,7460075
8.77,7446611
7.93,7446035
0.0,7460038
9.7,7460162
0.0,7447847
8.05,7446744
0.93,7463873
3.43,7456973
4.33,7418304
0.0,7466280
0.93,7466416
0.0,7466405
0.0,"7463224,7463357,7463166"
2.83,7460216
2.93,7460885
0.0,"7463224,7463357,7463166"
0.0,7449241
2.35,7445784
5.88,7460161
0.0,7451203
0.0,7460167
2.0,"7461125,7461126,7461127,7461228,7461129,7461130"
1.58,"7463564,7463988"
2.33,7451203
2.18,7446831
4.28,7460031
0.0,"7446290,7453987"
4.25,7446392
6.37,7463162
8.97,7445171
0.83,7467878
3.73,7445165
3.88,"7441770,7463653,7453968"
0.0,7449234
0.0,7458362
0.83,7445636
0.0,7446579
8.65,"7463224,7463357,7463166"
3.8,"7463850,7463851,7463852,7463984,7463986,7463987"
2.17,7460163
0.53,7462870
0.0,7446607
0.0,7457967
0.0,7468016
25.83,7456704
3.65,7463282
8.75,"7460169,7455817"
4.58,7464004
10.75,"7464869,7464977,7464281,7464864,7464866,7464867,7464870,7464973"
0.0,7450863
2.85,7464005
0.0,7449323
2.18,7463280
4.25,"7460505,7461535"
0.0,"7446176,7453992"
0.92,7462773
0.0,7455738
0.0,7449215
2.85,7445066
0.0,"7463850,7463851,7463852"
0.0,7449314
6.35,7453990
6.42,7458362
2.8,7459988
1.32,7458371
6.97,"7434965,7437117"
6.05,"7465121,7465123"
7.7,7446037
6.3,7465128
1.33,7456108
0.0,7446037
11.98,"7465122,7465124"
3.08,7465105
2.68,7460167
4.35,7463287
2.93,7463349
8.15,7431504
3.28,7409065
2.03,"7463929,,7463924"
0.0,7465126
2.42,7463643
4.52,"7463657,7463495"
4.0,7446033
0.0,"7392351,7460582"
1.68,"7415991,7435052,7456543,7458015"
2.63,"7465499,7465754"
6.25,7446036
4.85,7446806
0.0,"7463284,7463495"
0.0,7446579
1.85,7464194
4.42,7458266
5.83,"7453377,7460390,7461204"
3.33,"7463351,7463323"
2.98,7446627
8.67,483189249
4.1,7446578
0.0,"7460186,7460187"
3.27,7446610
1.02,7456704
0.0,7467797
1.83,"7463299,7463668,7463298"
0.0,7463283
0.77,"7462278,79080601"
3.73,"7465983,7466035"
2.15,7463281
4.43,"7466022,7466170,7466210"
2.03,7463288
3.92,7463627
3.88,7464876
3.42,"7465317,7466205,7468741,7466040"
9.18,"7457293,7457596,7458681,7458763,7458684,7459823,7458846"
1.7,7445169
0.63,7450373
3.55,7463313
0.0,"7389400,7460387"
0.0,7455161
6.75,"7460186,7460187"
5.68,"7448936,7466166,7466024,7465989,7465990,7466186,7466188"
5.08,7446805
9.63,7460038
2.77,"7465982,7466169,7466190"
3.87,7463273
3.22,7468848
2.52,7468690
2.15,"7465752,7465753"
1.37,7468842
3.95,7467900
1.23,7468686
3.55,7463614
2.0,4665231
8.07,"7458300,7463274"
0.0,7450863
0.0,7448363
2.98,7463613
2.68,7463615
1.93,7463609
4.02,7466191
4.58,7463630
4.02,7447588
1.22,7464222
3.33,7463864
3.93,7463511
2.68,7466206
2.72,"7389297,7457905,7458285,7462894"
2.95,7463629
3.85,7463279
5.5,7463826
5.77,7465319
5.58,7464279
2.9,"7467989,7468293,7468515"
0.0,63616080
2.28,7446808
4.17,"7463225,7463233,7463359,7463622"
5.5,"7461252,7458031"
0.62,7473361
5.57,"7457868,7465333,7458033"
0.45,7473818
3.27,7465126
4.07,7466038
0.53,7473362
5.52,7461251
0.0,7463283
3.43,7461028
2.72,"7464709,7464708,7464707,7464706,7464705,7464704"
0.0,7465312
2.08,7463617
5.07,"7465985,7466023,7468742,7466212"
3.45,"7466185,7468744"
4.2,7463616
4.38,"7466167,7465986,7466168,7465996,7466202,7466204,7466209"
4.78,7464103
2.78,7463664
0.0,485741637
4.73,7463515
3.88,7463518
0.0,7461250
4.8,7463663
3.83,"7466031,7465997,7466036"
6.93,7463612
4.93,7463512
3.62,"7466025,7466201,7466203,7466208"
4.33,"7463661,7463296"
5.55,7463519
4.97,7465303
7.55,7469186
3.97,"7446290,7467991"
0.68,7473845
0.0,485263027
0.0,7442135
2.78,485741637
2.62,7463735
0.0,484013316
6.83,"7464117,,7460557,,7465413,,7463825"
1.13,7473820
1.1,7473837
6.65,7461030
1.25,7474007
0.0,"7469426,7469423,7469072"
0.0,7473379
4.62,7465312
1.13,7474030
0.0,7474029
0.0,7465310
0.0,7474703
3.73,"7464881,7458032,7458030,7460895"
2.82,7468572
17.48,"7458027,7457779"
2.13,7472441
0.47,7474003
4.88,7464981
5.45,7468519
4.65,7463631
4.63,"7465704,7467862"
0.0,"7465735,7468546,7468801,7469127,7469129,7472750"
5.43,7463514
2.75,7466037
4.25,"7434866,7469270"
0.0,7446176
2.08,7448314
6.02,"7457776,7457867,7465326,7464299,7458028"
4.07,7437957
6.98,7464877
5.78,7464285
5.65,7464284
0.0,7474015
2.75,7467783
0.0,"7457777,7457778,7460896,7460897,7461249,7464300,7464882,7465332,7457780"
0.0,7463628
2.93,7465112
0.0,7463276
0.0,7464875
0.0,7450863
0.0,7465310
8.72,"7468935,7468934"
6.42,7468933
0.78,7473380
8.65,7468930
6.88,7468932
12.28,"7390985,7450248"
0.8,7473824
6.02,"7457775,7464884,7465402,7461250"
3.6,"7466175,7465995,7466176,7466182,7466039"
4.45,7464982
4.22,7465302
0.0,7466187
10.32,7472510
0.0,7463283
10.05,7390988
6.07,7469099
4.98,7468826
0.0,"7465751,7467784"
3.35,"7466030,7466177,7466034,7466207"
8.85,7465309
15.77,"7391230,7450249"
0.0,"7466180,7466184,7466189,7466192"
8.63,7464983
0.0,"7466171,7466183,7466211"
14.12,7391138
0.0,"7465330,7461248,7458029"
0.0,7468928
7.05,7469444
0.0,"7463996,7468834"
1.23,485773228
1.58,7471280
2.23,484013316
3.25,7471227
7.97,"7392351,7460582"
0.0,7463561
5.82,"7389400,7460387"
2.0,7445388
0.0,"7464526,7468296,7468542"
1.7,7469101
0.0,7457903
5.85,486062774
4.0,7457903
3.22,"7472625,7472626"
1.63,7464875
0.0,"719723,719704"
2.7,7468567
1.7,7469273
3.33,7463276
0.0,7468532
0.0,"719723,719704"
2.57,7469202
5.35,7469020
3.6,7468929
2.08,7474935
2.5,7475035
1.63,7474937
3.1,7468573
0.95,7446067
1.85,7447803
2.25,"7475033,7475034"
12.72,7464878
2.62,7469214
3.55,7463510
7.98,"7408861,7475011,7475022"
6.58,7468849
0.0,7473506
3.7,7465311
3.38,7469315
